popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,id_new,time_signature
68.0,0.383,0.893,7.0,-8.638,1.0,0.037,0.026,0.0,0.0251,0.803,205.544,246933.0,581,4.0
57.0,0.411,0.879,7.0,-6.302,1.0,0.0468,0.00487,0.0446,0.104,0.499,153.31,217200.0,582,4.0
27.0,0.511,0.817,2.0,-6.633,1.0,0.0307,0.00149,1.7e-05,0.17,0.696,127.911,197533.0,583,4.0
19.0,0.544,0.951,0.0,-3.749,1.0,0.0363,0.00202,4.48e-05,0.144,0.92,139.152,148387.0,584,4.0
33.0,0.338,0.928,9.0,-8.506,0.0,0.0684,0.0255,0.0,0.13,0.554,168.32,155187.0,585,4.0
17.0,0.671,0.792,2.0,-8.511,1.0,0.0714,0.000662,0.000632,0.17,0.635,130.041,189240.0,586,4.0
54.0,0.453,0.721,11.0,-13.164,0.0,0.0533,0.00352,0.833,0.698,0.601,149.557,577227.0,587,4.0
69.0,0.664,0.788,2.0,-12.323,1.0,0.0294,0.0451,0.0416,0.117,0.869,124.51,201693.0,588,4.0
26.0,0.427,0.912,2.0,-11.939,1.0,0.0529,0.000886,0.328,0.359,0.574,129.744,199000.0,589,4.0
44.0,0.325,0.838,1.0,-6.501,0.0,0.144,0.0327,0.00042,0.126,0.449,156.507,181173.0,590,4.0
49.0,0.471,0.955,7.0,-5.219,1.0,0.121,0.00485,1.44e-06,0.162,0.35,139.266,232746.0,591,4.0
46.0,0.65,0.732,4.0,-10.042,1.0,0.0289,0.435,0.0,0.093,0.919,109.292,192960.0,592,4.0
60.0,0.822,0.87,9.0,-6.257,1.0,0.0592,0.124,0.0,0.045,0.901,109.174,301800.0,593,4.0
40.0,0.375,0.974,7.0,-9.475,1.0,0.0636,0.00136,0.495,0.148,0.508,143.635,261573.0,594,4.0
11.0,0.268,0.911,0.0,-7.565,1.0,0.1,0.000137,0.00786,0.185,0.595,171.216,104813.0,595,4.0
46.0,0.6,0.925,2.0,-9.148,1.0,0.0828,0.00882,0.000168,0.0691,0.382,118.181,163467.0,596,4.0
42.0,0.561,0.872,11.0,-7.486,0.0,0.0393,0.0457,0.0,0.105,0.733,111.556,232667.0,597,4.0
70.0,0.462,0.836,11.0,-5.766,0.0,0.0621,0.00517,0.0,0.18,0.671,168.766,155973.0,598,4.0
22.0,0.452,0.825,9.0,-8.887,1.0,0.0385,0.00288,0.518,0.167,0.583,150.943,246107.0,599,4.0
21.0,0.278,0.898,2.0,-10.636,1.0,0.0433,0.0127,0.0828,0.37,0.539,199.085,232933.0,600,4.0
71.0,0.611,0.846,11.0,-5.9,1.0,0.0436,0.00509,0.0,0.0784,0.751,103.912,162920.0,601,4.0
48.0,0.681,0.739,11.0,-7.601,1.0,0.0498,0.135,0.207,0.0979,0.359,130.031,294773.0,602,4.0
64.0,0.694,0.881,1.0,-4.053,0.0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,231787.0,603,4.0
54.0,0.747,0.571,9.0,-12.9,0.0,0.086,0.48,1.05e-06,0.242,0.965,91.838,220093.0,604,4.0
48.0,0.361,0.753,2.0,-12.425,1.0,0.0561,0.0564,0.052,0.295,0.608,134.841,238667.0,605,4.0
60.0,0.133,0.927,7.0,-5.371,1.0,0.0741,0.00344,0.00044,0.0915,0.5,197.708,224867.0,606,4.0
19.0,0.65,0.838,7.0,-11.005,1.0,0.0607,0.128,0.0498,0.463,0.514,119.733,235427.0,607,4.0
61.0,0.546,0.836,9.0,-6.321,1.0,0.0317,0.107,0.583,0.166,0.735,142.605,177958.0,608,4.0
58.0,0.543,0.834,7.0,-6.812,1.0,0.029,5.5e-06,0.889,0.0777,0.37,139.625,262493.0,609,4.0
17.0,0.493,0.758,9.0,-8.544,0.0,0.0607,0.0971,0.0,0.0879,0.71,180.41,158040.0,610,4.0
11.0,0.739,0.557,11.0,-8.383,0.0,0.0329,0.0109,0.000703,0.409,0.319,117.578,223413.0,611,4.0
26.0,0.607,0.706,11.0,-10.973,0.0,0.0327,0.055,0.000208,0.339,0.703,140.888,280600.0,612,4.0
36.0,0.357,0.992,5.0,-3.663,1.0,0.0555,0.123,0.0128,0.14,0.77,160.916,198933.0,613,4.0
35.0,0.431,0.856,9.0,-3.881,1.0,0.0386,0.0249,0.0183,0.297,0.76,115.236,172640.0,614,4.0
15.0,0.607,0.545,0.0,-13.252,1.0,0.0423,0.0407,0.0564,0.0627,0.644,124.094,226005.0,615,4.0
55.0,0.61,0.819,8.0,-8.323,1.0,0.0666,0.00381,7.92e-06,0.285,0.454,100.057,198920.0,616,4.0
47.0,0.543,0.83,0.0,-6.413,1.0,0.0316,3.48e-05,0.893,0.346,0.532,122.529,237213.0,617,4.0
41.0,0.359,0.878,0.0,-7.678,1.0,0.0662,6.57e-05,0.108,0.326,0.536,164.291,193200.0,618,4.0
20.0,0.585,0.565,11.0,-7.605,1.0,0.0719,0.266,0.0,0.0918,0.505,128.947,177147.0,619,4.0
47.0,0.499,0.84,10.0,-6.642,1.0,0.0346,0.000564,0.171,0.238,0.732,125.319,217313.0,620,4.0
54.0,0.545,0.717,3.0,-6.869,1.0,0.036,0.00417,0.406,0.136,0.589,118.515,239621.0,621,4.0
33.0,0.688,0.814,4.0,-7.612,0.0,0.0699,0.247,0.0,0.119,0.921,143.361,200467.0,622,4.0
17.0,0.556,0.76,9.0,-12.164,1.0,0.0463,0.0626,3.91e-05,0.348,0.696,129.296,260773.0,623,4.0
37.0,0.52,0.912,2.0,-4.474,1.0,0.0303,0.069,1.36e-05,0.183,0.961,137.348,184773.0,624,4.0
26.0,0.308,0.942,7.0,-3.826,1.0,0.109,0.00292,0.445,0.0623,0.363,120.191,286733.0,625,4.0
52.0,0.411,0.645,7.0,-10.722,0.0,0.0431,0.0319,0.0121,0.488,0.433,124.458,265467.0,626,4.0
51.0,0.679,0.68,11.0,-11.702,0.0,0.0616,0.613,6.21e-05,0.0523,0.574,88.917,297867.0,627,4.0
32.0,0.528,0.671,9.0,-11.65,0.0,0.0434,0.269,0.00373,0.0559,0.503,137.057,224387.0,628,4.0
24.0,0.3,0.876,2.0,-4.713,1.0,0.048,0.121,0.657,0.17,0.312,134.185,200667.0,629,4.0
18.0,0.583,0.938,2.0,-8.567,1.0,0.0364,0.000141,0.000286,0.393,0.896,123.202,170880.0,630,4.0
71.0,0.501,0.5,0.0,-8.284,0.0,0.0378,0.462,0.0,0.262,0.623,144.435,153763.0,631,4.0
41.0,0.602,0.691,2.0,-12.281,1.0,0.0387,0.0934,0.00119,0.496,0.329,134.142,340637.0,632,4.0
59.0,0.606,0.794,0.0,-7.168,1.0,0.0291,0.119,7.16e-06,0.125,0.584,105.813,302827.0,633,4.0
50.0,0.535,0.837,10.0,-11.048,1.0,0.039,0.097,2.99e-06,0.189,0.903,95.911,145000.0,634,4.0
28.0,0.41,0.763,0.0,-13.585,1.0,0.0667,0.00337,0.0,0.171,0.537,161.483,193973.0,635,4.0
55.0,0.531,0.849,9.0,-10.754,1.0,0.111,0.0389,0.00763,0.186,0.305,119.516,136427.0,636,4.0
37.0,0.387,0.931,4.0,-6.278,0.0,0.061,0.0219,0.00281,0.289,0.407,171.495,202400.0,637,4.0
40.0,0.611,0.696,2.0,-10.74,1.0,0.0312,0.003,0.000458,0.0614,0.963,128.035,184933.0,638,4.0
18.0,0.654,0.89,9.0,-6.514,0.0,0.0906,0.00204,0.0,0.272,0.684,129.014,195320.0,639,4.0
55.0,0.631,0.938,9.0,-5.573,1.0,0.0833,0.0447,7.87e-06,0.3,0.682,134.916,295133.0,640,4.0
38.0,0.516,0.391,2.0,-11.191,1.0,0.0308,0.776,0.00687,0.039,0.378,127.996,204133.0,641,4.0
58.0,0.639,0.929,0.0,-4.762,1.0,0.212,0.00326,0.0501,0.242,0.688,103.758,214707.0,642,4.0
32.0,0.503,0.736,4.0,-8.947,1.0,0.0296,0.038,3.26e-05,0.0951,0.393,115.063,215253.0,643,4.0
60.0,0.415,0.782,2.0,-6.745,1.0,0.0461,0.0011,0.0,0.14,0.564,135.029,148480.0,644,4.0
51.0,0.647,0.722,0.0,-9.874,1.0,0.0277,0.106,0.0,0.133,0.637,133.832,242707.0,645,4.0
40.0,0.589,0.782,9.0,-10.057,1.0,0.0519,0.101,0.0639,0.157,0.785,138.529,194490.0,646,4.0
33.0,0.464,0.86,8.0,-10.3,0.0,0.0517,0.0194,0.0,0.0548,0.469,146.994,209627.0,647,4.0
65.0,0.303,0.961,9.0,-5.333,0.0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120.0,648,4.0
71.0,0.286,0.856,4.0,-6.777,0.0,0.0585,0.0238,0.0542,0.487,0.696,162.12,250973.0,649,4.0
63.0,0.459,0.953,4.0,-6.518,0.0,0.066,0.000275,0.000305,0.141,0.517,95.074,359760.0,650,4.0
62.0,0.305,0.974,2.0,-5.079,1.0,0.0639,0.000937,0.0139,0.153,0.538,134.32,269467.0,651,4.0
80.0,0.559,0.868,5.0,-5.276,1.0,0.17,0.0475,0.000176,0.776,0.609,156.295,209413.0,652,4.0
73.0,0.539,0.828,4.0,-9.11,0.0,0.0361,0.000721,0.438,0.198,0.587,105.303,515387.0,653,4.0
78.0,0.443,0.96,8.0,-8.07,1.0,0.0757,0.0231,0.434,0.351,0.243,123.378,274027.0,654,4.0
70.0,0.362,0.961,2.0,-5.664,1.0,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840.0,655,4.0
66.0,0.473,0.783,10.0,-10.671,0.0,0.0869,0.0125,0.475,0.268,0.124,91.976,340640.0,656,4.0
73.0,0.587,0.891,11.0,-3.381,1.0,0.0361,0.000261,0.00454,0.314,0.705,124.005,255573.0,657,4.0
84.0,0.31,0.7,9.0,-5.678,1.0,0.047,0.011,0.00965,0.0828,0.763,188.386,255493.0,658,4.0
63.0,0.333,0.445,3.0,-16.343,0.0,0.0283,0.00858,0.0451,0.167,0.35,89.371,417840.0,659,4.0
66.0,0.435,0.987,1.0,-4.667,0.0,0.16,0.000195,0.0847,0.268,0.101,103.16,365827.0,660,4.0
78.0,0.577,0.828,6.0,-8.691,0.0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267.0,661,4.0
72.0,0.415,0.908,2.0,-9.701,1.0,0.0765,0.00437,0.0345,0.082,0.437,114.816,243533.0,662,4.0
65.0,0.508,0.912,9.0,-8.049,0.0,0.0368,7.06e-05,0.403,0.0492,0.682,117.582,252693.0,663,4.0
77.0,0.415,0.646,4.0,-12.021,0.0,0.0699,4.22e-05,0.000849,0.207,0.409,163.046,166693.0,664,4.0
74.0,0.317,0.981,6.0,-7.102,1.0,0.174,0.00242,0.00677,0.0852,0.234,140.079,165907.0,665,4.0
70.0,0.61,0.891,4.0,-5.452,0.0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733.0,666,4.0
72.0,0.474,0.977,7.0,-3.839,0.0,0.176,0.00111,0.00298,0.201,0.236,89.494,284027.0,667,4.0
83.0,0.573,0.913,6.0,-4.793,0.0,0.132,0.0591,0.00173,0.156,0.422,115.715,208400.0,668,4.0
68.0,0.504,0.911,2.0,-2.97,1.0,0.0738,0.00512,0.0123,0.355,0.671,106.244,179760.0,669,4.0
68.0,0.42,0.93,2.0,-5.583,0.0,0.0638,0.0189,0.00675,0.264,0.344,99.641,291373.0,670,4.0
64.0,0.61,0.824,4.0,-6.046,1.0,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133.0,671,4.0
69.0,0.28,0.908,2.0,-5.509,0.0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080.0,672,4.0
72.0,0.437,0.695,7.0,-9.447,1.0,0.0617,0.00111,0.0857,0.124,0.413,102.178,447440.0,673,3.0
66.0,0.325,0.985,11.0,-3.941,1.0,0.151,0.00177,0.107,0.351,0.221,125.307,392600.0,674,4.0
73.0,0.43,0.704,1.0,-8.008,0.0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120.0,675,4.0
65.0,0.301,0.995,1.0,-4.394,0.0,0.159,0.000417,0.295,0.125,0.0374,88.15,255187.0,676,4.0
77.0,0.27,0.953,11.0,-8.76,1.0,0.0797,0.0175,0.0131,0.321,0.426,100.459,408907.0,677,4.0
67.0,0.462,0.628,6.0,-12.348,0.0,0.0581,0.231,0.00126,0.188,0.447,90.256,473787.0,678,4.0
82.0,0.501,0.889,4.0,-5.175,1.0,0.0364,0.000147,0.0114,0.217,0.257,133.519,292880.0,679,4.0
61.0,0.27,0.886,11.0,-6.899,1.0,0.117,7.5e-06,0.0243,0.0899,0.192,119.285,313520.0,680,4.0
72.0,0.598,0.676,0.0,-9.211,1.0,0.0279,0.13,0.225,0.112,0.805,114.169,340742.0,681,4.0
30.0,0.508,0.807,4.0,-12.276,1.0,0.0495,0.000495,0.00367,0.329,0.598,140.184,245360.0,682,4.0
38.0,0.634,0.796,1.0,-9.329,0.0,0.0283,0.17,0.543,0.0815,0.962,147.639,226116.0,683,4.0
58.0,0.327,0.814,2.0,-3.522,0.0,0.0391,0.0299,0.0109,0.435,0.413,108.076,295133.0,684,4.0
62.0,0.481,0.926,11.0,-8.724,0.0,0.0577,0.000179,0.63,0.0883,0.462,96.5,312360.0,685,4.0
63.0,0.477,0.859,0.0,-8.625,1.0,0.0387,0.000333,0.000155,0.265,0.629,91.009,280213.0,686,4.0
59.0,0.314,0.991,5.0,-3.852,0.0,0.349,0.000139,0.0652,0.11,0.0396,138.777,298533.0,687,4.0
70.0,0.502,0.924,4.0,-6.299,1.0,0.0503,0.0127,0.0,0.162,0.922,149.186,219667.0,688,4.0
47.0,0.336,0.795,6.0,-10.845,0.0,0.0897,0.00361,0.00143,0.0621,0.417,155.271,353613.0,689,4.0
66.0,0.535,0.967,2.0,-4.082,1.0,0.068,0.000886,0.0204,0.233,0.347,110.97,291307.0,690,4.0
81.0,0.451,0.911,6.0,-7.765,1.0,0.0466,0.0801,0.146,0.236,0.63,125.122,356080.0,691,4.0
71.0,0.64,0.922,9.0,-6.283,0.0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227.0,692,4.0
68.0,0.551,0.947,2.0,-4.671,1.0,0.152,0.000652,0.000257,0.0637,0.466,127.657,282747.0,693,4.0
81.0,0.338,0.34,9.0,-12.049,0.0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830.0,694,4.0
73.0,0.54,0.584,7.0,-9.579,1.0,0.0254,0.0108,0.00296,0.253,0.244,139.261,386493.0,695,4.0
54.0,0.366,0.963,7.0,-11.591,1.0,0.0708,0.000308,0.000326,0.13,0.131,106.528,300173.0,696,4.0
59.0,0.546,0.91,5.0,-6.736,1.0,0.061,0.0442,5.61e-05,0.263,0.458,90.58,215899.0,697,4.0
65.0,0.489,0.953,0.0,-4.615,1.0,0.0858,0.02,0.00021,0.113,0.447,94.443,195853.0,698,4.0
54.0,0.331,0.79,9.0,-11.612,0.0,0.078,0.00279,0.0953,0.334,0.604,163.479,259933.0,699,4.0
56.0,0.257,0.975,9.0,-6.128,1.0,0.175,6.07e-05,0.1,0.222,0.276,149.312,396987.0,700,4.0
45.0,0.431,0.95,2.0,-11.399,1.0,0.117,0.000109,0.248,0.232,0.162,140.05,228667.0,701,4.0
52.0,0.275,0.99,10.0,-2.904,0.0,0.469,6.42e-05,0.0128,0.0878,0.146,109.866,299107.0,702,4.0
69.0,0.39,0.642,8.0,-5.266,1.0,0.0326,0.00502,0.565,0.296,0.132,92.397,293293.0,703,4.0
44.0,0.587,0.966,4.0,-4.955,0.0,0.0678,0.532,2.68e-06,0.0841,0.901,175.739,302707.0,704,4.0
30.0,0.678,0.921,7.0,-3.223,0.0,0.0485,0.61,5.17e-06,0.0559,0.879,180.095,340227.0,705,4.0
38.0,0.706,0.862,4.0,-2.056,1.0,0.0374,0.525,0.0,0.277,0.96,133.004,218253.0,706,4.0
45.0,0.742,0.887,5.0,-3.943,0.0,0.0433,0.415,0.0,0.126,0.89,95.008,311973.0,707,4.0
32.0,0.672,0.938,7.0,-2.299,1.0,0.0386,0.616,0.0,0.129,0.908,97.111,273520.0,708,4.0
37.0,0.789,0.882,2.0,-3.146,1.0,0.0502,0.231,0.0,0.112,0.651,106.998,255427.0,709,4.0
30.0,0.737,0.913,10.0,-2.551,0.0,0.0702,0.451,0.0,0.531,0.938,96.968,224392.0,710,4.0
30.0,0.717,0.87,9.0,-4.932,0.0,0.0384,0.351,0.0,0.38,0.842,108.007,254878.0,711,4.0
38.0,0.761,0.856,7.0,-4.541,1.0,0.0422,0.118,2.65e-06,0.0498,0.468,97.995,252735.0,712,4.0
33.0,0.779,0.931,10.0,-3.142,1.0,0.0581,0.212,0.0,0.0638,0.937,100.007,273627.0,713,4.0
30.0,0.809,0.919,7.0,-3.179,0.0,0.111,0.117,0.0,0.112,0.715,101.026,268988.0,714,4.0
29.0,0.627,0.947,9.0,-4.279,1.0,0.035,0.599,7.5e-05,0.332,0.934,86.995,250890.0,715,4.0
32.0,0.828,0.875,3.0,-4.57,0.0,0.0955,0.612,3.75e-05,0.285,0.94,99.0,256356.0,716,4.0
41.0,0.754,0.955,6.0,-3.046,0.0,0.0603,0.282,0.0,0.529,0.914,99.961,247173.0,717,4.0
26.0,0.546,0.804,0.0,-9.195,1.0,0.0452,0.314,4.87e-06,0.0213,0.877,93.686,469159.0,718,4.0
31.0,0.527,0.725,4.0,-11.6,0.0,0.0797,0.166,2.04e-06,0.0631,0.713,93.654,359640.0,719,4.0
80.0,0.628,0.69,8.0,-5.828,1.0,0.0511,0.446,0.0,0.112,0.662,179.911,205907.0,720,4.0
32.0,0.714,0.947,9.0,-1.84,1.0,0.0409,0.421,2.61e-05,0.0722,0.839,96.013,330347.0,721,4.0
25.0,0.628,0.816,5.0,-2.983,1.0,0.0549,0.182,4.7e-05,0.0917,0.923,97.103,319347.0,722,4.0
74.0,0.655,0.877,0.0,-3.23,0.0,0.0344,0.344,0.0,0.349,0.893,105.017,252347.0,723,4.0
67.0,0.525,0.704,9.0,-5.801,0.0,0.0501,0.353,5.26e-06,0.0743,0.855,98.455,289293.0,724,4.0
69.0,0.574,0.802,7.0,-3.976,1.0,0.0316,0.659,5.07e-06,0.0765,0.739,93.536,280453.0,725,4.0
29.0,0.702,0.944,7.0,-6.655,1.0,0.0504,0.648,7.15e-05,0.609,0.883,98.009,246216.0,726,4.0
27.0,0.8,0.899,11.0,-4.74,0.0,0.0585,0.469,1.55e-05,0.277,0.75,94.985,187240.0,727,4.0
43.0,0.734,0.823,0.0,-5.688,1.0,0.0426,0.102,5.28e-05,0.0835,0.644,93.522,298375.0,728,4.0
38.0,0.676,0.899,0.0,-5.707,1.0,0.0355,0.483,3.57e-06,0.427,0.961,101.971,350133.0,729,4.0
32.0,0.808,0.774,8.0,-6.21,1.0,0.0588,0.532,1.33e-06,0.0422,0.839,89.965,265639.0,730,4.0
47.0,0.704,0.949,4.0,-1.163,0.0,0.0378,0.553,0.0,0.363,0.899,94.966,273160.0,731,4.0
27.0,0.79,0.911,5.0,-6.806,1.0,0.0396,0.338,5.03e-06,0.0649,0.838,98.028,277347.0,732,4.0
42.0,0.676,0.86,8.0,-5.1,1.0,0.0395,0.191,1.53e-05,0.316,0.823,93.0,358480.0,733,4.0
46.0,0.69,0.793,6.0,-7.837,0.0,0.105,0.134,0.0,0.0637,0.588,180.027,212573.0,734,4.0
37.0,0.806,0.851,0.0,-5.73,1.0,0.0602,0.429,0.0,0.316,0.886,99.985,316307.0,735,4.0
20.0,0.689,0.98,2.0,-3.085,1.0,0.0558,0.221,3.28e-06,0.305,0.823,100.004,245853.0,736,4.0
39.0,0.69,0.938,8.0,-3.203,1.0,0.0643,0.322,1e-06,0.115,0.961,103.998,288012.0,737,4.0
0.0,0.631,0.717,7.0,-10.091,1.0,0.169,0.563,3.97e-06,0.959,0.583,103.278,768507.0,738,4.0
30.0,0.759,0.951,4.0,-5.449,0.0,0.0469,0.147,3.32e-05,0.109,0.939,104.962,285125.0,739,4.0
23.0,0.768,0.926,5.0,-2.036,1.0,0.0382,0.725,0.0,0.251,0.908,110.011,320787.0,740,4.0
22.0,0.649,0.872,0.0,-4.708,1.0,0.0493,0.299,0.00206,0.0457,0.901,196.004,234243.0,741,4.0
26.0,0.407,0.872,7.0,-7.217,1.0,0.0502,0.495,0.0,0.964,0.874,95.58,339107.0,742,4.0
22.0,0.482,0.887,2.0,-4.134,1.0,0.128,0.343,0.000182,0.103,0.469,89.342,283856.0,743,4.0
25.0,0.757,0.88,7.0,-6.142,1.0,0.0419,0.17,5.8e-06,0.275,0.908,99.963,255240.0,744,4.0
39.0,0.638,0.854,8.0,-2.035,1.0,0.0421,0.542,0.0,0.0776,0.771,94.819,259573.0,745,4.0
66.0,0.724,0.715,10.0,-7.738,1.0,0.0504,0.425,0.0,0.0746,0.832,104.06,254600.0,746,4.0
33.0,0.756,0.757,9.0,-5.389,0.0,0.0432,0.328,1.52e-05,0.303,0.852,104.98,243715.0,747,4.0
65.0,0.61,0.849,8.0,-4.382,1.0,0.0461,0.407,0.0,0.28,0.742,177.634,292773.0,748,4.0
62.0,0.74,0.525,8.0,-13.082,1.0,0.0458,0.5,4.13e-06,0.106,0.804,91.148,248947.0,749,4.0
48.0,0.769,0.931,0.0,-4.874,1.0,0.0992,0.604,0.000111,0.244,0.645,99.981,351843.0,750,4.0
65.0,0.64,0.83,4.0,-3.197,0.0,0.0427,0.665,0.0,0.178,0.74,95.414,259853.0,751,4.0
70.0,0.645,0.786,4.0,-4.248,0.0,0.0566,0.396,0.0,0.111,0.738,91.459,306453.0,752,4.0
56.0,0.797,0.813,7.0,-2.935,1.0,0.0501,0.456,0.0,0.14,0.645,102.906,260920.0,753,4.0
0.0,0.704,0.907,7.0,-1.778,1.0,0.0525,0.748,2.91e-06,0.101,0.746,82.927,331467.0,754,4.0
32.0,0.792,0.895,0.0,-7.039,1.0,0.0463,0.416,0.0,0.142,0.84,99.989,292153.0,755,4.0
34.0,0.725,0.913,7.0,-6.679,1.0,0.0607,0.213,4.08e-05,0.163,0.797,99.91,302681.0,756,4.0
40.0,0.835,0.639,2.0,-9.148,1.0,0.0472,0.447,0.000318,0.369,0.853,100.01,319576.0,757,4.0
24.0,0.731,0.931,7.0,-4.47,1.0,0.0618,0.229,0.0,0.0953,0.963,97.986,271800.0,758,4.0
25.0,0.682,0.946,7.0,-4.668,1.0,0.0573,0.204,0.0,0.157,0.823,100.001,261645.0,759,4.0
34.0,0.832,0.791,1.0,-4.462,1.0,0.0585,0.661,1.62e-06,0.061,0.767,87.5,303880.0,760,4.0
26.0,0.732,0.909,7.0,-3.817,1.0,0.0399,0.42,0.0,0.224,0.623,91.975,305960.0,761,4.0
42.0,0.791,0.942,9.0,-5.157,0.0,0.0464,0.573,0.00222,0.0864,0.898,99.977,233280.0,762,4.0
32.0,0.739,0.858,0.0,-4.995,1.0,0.095,0.297,0.000135,0.0845,0.954,191.961,344187.0,763,4.0
23.0,0.733,0.945,7.0,-4.689,0.0,0.0595,0.105,2.94e-06,0.0424,0.959,104.997,242848.0,764,4.0
39.0,0.716,0.889,6.0,-2.891,0.0,0.0457,0.334,0.00014,0.0368,0.964,94.792,286667.0,765,4.0
32.0,0.762,0.848,5.0,-5.029,0.0,0.0375,0.292,0.000129,0.168,0.915,95.054,319000.0,766,4.0
38.0,0.778,0.871,4.0,-3.172,0.0,0.0449,0.378,0.0,0.0956,0.807,97.562,278453.0,767,4.0
25.0,0.766,0.76,7.0,-5.323,1.0,0.0434,0.337,4.53e-06,0.0823,0.818,92.532,368827.0,768,4.0
43.0,0.363,0.653,8.0,-7.631,0.0,0.0544,0.472,0.0,0.115,0.648,88.71,207261.0,769,4.0
48.0,0.645,0.706,0.0,-7.488,1.0,0.0321,0.643,0.0426,0.414,0.843,157.671,315920.0,770,4.0
21.0,0.786,0.769,0.0,-5.322,0.0,0.0333,0.686,2.46e-06,0.146,0.912,100.046,295733.0,771,4.0
0.0,,,,,,,,,,,,,772,
60.0,0.796,0.82,8.0,-3.096,1.0,0.0357,0.025,1.44e-05,0.0788,0.885,126.03,245640.0,773,4.0
34.0,0.608,0.892,4.0,-4.27,0.0,0.0626,0.629,0.000209,0.0847,0.827,110.404,323453.0,774,4.0
38.0,0.728,0.896,11.0,-4.235,0.0,0.0428,0.526,1.45e-06,0.166,0.969,104.98,218061.0,775,4.0
26.0,0.742,0.84,2.0,-3.45,0.0,0.0403,0.6,0.0,0.0646,0.885,95.984,281835.0,776,4.0
48.0,0.812,0.875,10.0,-3.542,0.0,0.0541,0.677,0.000303,0.0753,0.915,128.001,205587.0,777,4.0
40.0,0.772,0.975,7.0,-4.278,1.0,0.0381,0.61,0.0207,0.0803,0.881,102.976,272533.0,778,4.0
47.0,0.704,0.769,5.0,-4.315,0.0,0.0375,0.699,0.000471,0.294,0.962,84.588,311333.0,779,4.0
24.0,0.656,0.873,5.0,-3.14,0.0,0.0359,0.664,0.0,0.34,0.965,100.222,252333.0,780,4.0
34.0,0.698,0.943,0.0,-3.053,1.0,0.0429,0.554,5.5e-05,0.146,0.949,92.193,268533.0,781,4.0
22.0,0.86,0.84,8.0,-4.665,1.0,0.0387,0.675,0.0,0.0507,0.969,100.052,191520.0,782,4.0
47.0,0.632,0.931,8.0,-4.031,1.0,0.038,0.704,9.24e-05,0.127,0.941,94.819,211867.0,783,4.0
23.0,0.774,0.932,7.0,-3.132,1.0,0.0382,0.626,6.81e-05,0.255,0.83,100.999,228027.0,784,4.0
65.0,0.502,0.798,2.0,-3.273,0.0,0.0372,0.343,0.0,0.288,0.847,96.453,283107.0,785,4.0
51.0,0.788,0.747,0.0,-7.235,0.0,0.0739,0.521,0.0,0.133,0.952,97.42,240293.0,786,4.0
35.0,0.788,0.722,7.0,-7.15,1.0,0.0323,0.476,0.0,0.0772,0.921,91.989,296787.0,787,4.0
43.0,0.612,0.94,10.0,-4.755,1.0,0.036,0.724,5.1e-06,0.157,0.806,171.95,286302.0,788,4.0
28.0,0.759,0.752,0.0,-5.466,1.0,0.0543,0.745,0.686,0.122,0.897,169.953,314040.0,789,4.0
21.0,0.709,0.882,2.0,-4.501,1.0,0.0383,0.265,0.0,0.114,0.964,99.941,217200.0,790,4.0
20.0,0.809,0.908,0.0,-5.262,1.0,0.037,0.553,0.00148,0.0903,0.785,100.036,233520.0,791,4.0
22.0,0.548,0.911,5.0,-1.924,0.0,0.0478,0.625,0.0,0.0574,0.955,89.962,308467.0,792,4.0
21.0,0.832,0.904,9.0,-2.604,0.0,0.0527,0.507,0.0,0.15,0.913,100.051,321520.0,793,4.0
23.0,0.584,0.722,8.0,-7.639,1.0,0.0568,0.389,1.11e-06,0.0645,0.792,195.857,357853.0,794,4.0
23.0,0.796,0.824,2.0,-3.421,1.0,0.0287,0.294,0.0,0.0688,0.882,126.048,239267.0,795,4.0
27.0,0.514,0.914,10.0,-2.257,1.0,0.0546,0.469,0.0,0.0599,0.961,201.387,350373.0,796,4.0
55.0,0.694,0.574,5.0,-6.372,0.0,0.0526,0.493,0.0,0.0877,0.825,85.165,280307.0,797,4.0
26.0,0.646,0.534,2.0,-11.693,1.0,0.0465,0.559,7.27e-06,0.0706,0.962,158.817,283925.0,798,4.0
43.0,0.67,0.806,7.0,-5.796,1.0,0.032,0.378,1.77e-05,0.315,0.943,100.8,289280.0,799,4.0
24.0,0.596,0.815,0.0,-6.651,1.0,0.0347,0.216,0.00115,0.101,0.944,106.814,356267.0,800,4.0
24.0,0.507,0.899,2.0,-5.084,0.0,0.0479,0.217,4.81e-05,0.0735,0.855,97.653,335053.0,801,4.0
30.0,0.608,0.751,9.0,-5.846,0.0,0.0654,0.315,0.0,0.152,0.764,196.054,332897.0,802,4.0
