target,0,1,2,3,4,5,6
0,0.592988657960206,0.675,0.796,0.0426,0.0839,0.341,925.0
0,0.4602363709905307,0.596,0.837,0.0347,0.00896,0.63,926.0
0,0.6901024495924732,0.525,0.869,0.0519,0.1,0.651,927.0
0,0.6403071825530948,0.625,0.795,0.0699,0.0516,0.65,928.0
0,0.6939200682627896,0.818,0.826,0.0358,0.249,0.961,929.0
0,0.31389247502479517,0.675,0.67,0.0514,0.00565,0.726,930.0
0,0.5633730240083333,0.79,0.622,0.0545,0.0208,0.919,931.0
0,0.45810869962710343,0.579,0.955,0.0387,0.00642,0.885,932.0
0,0.32494639265510106,0.775,0.507,0.165,0.0015,0.752,933.0
0,0.44135882845095553,0.75,0.65,0.0421,0.00816,0.583,934.0
0,0.5357465411488318,0.659,0.741,0.034,0.00151,0.459,935.0
0,0.4413643692617978,0.712,0.589,0.0391,0.00104,0.889,936.0
0,0.5409438217188703,0.737,0.794,0.0291,0.00143,0.962,937.0
0,0.8030518786119161,0.52,0.974,0.13,0.0893,0.938,938.0
0,0.3781880440383646,0.764,0.815,0.132,0.106,0.884,939.0
0,0.6182769186442744,0.527,0.937,0.131,0.014,0.866,940.0
0,0.7666432105674345,0.655,0.89,0.036,0.39,0.94,941.0
0,0.6316191911524333,0.556,0.676,0.0963,0.164,0.423,942.0
0,0.5823780051972806,0.663,0.636,0.187,0.0297,0.632,943.0
0,0.8668931011364203,0.36,0.924,0.0686,0.0385,0.839,944.0
0,0.6610131926706153,0.568,0.952,0.0806,0.186,0.861,945.0
0,0.6008289053020018,0.801,0.8,0.131,0.217,0.842,946.0
0,0.6201552535198,0.692,0.592,0.103,0.00122,0.863,947.0
0,0.5209414945783166,0.77,0.691,0.109,0.072,0.6,948.0
0,0.36740562613932926,0.52,0.904,0.111,0.164,0.428,949.0
0,0.593077310933682,0.67,0.827,0.0316,0.00414,0.338,950.0
0,0.34958637847062535,0.674,0.64,0.0554,0.372,0.735,951.0
0,0.40501665013658095,0.53,0.831,0.0433,0.252,0.385,952.0
0,0.4510220025598546,0.518,0.899,0.0399,0.0381,0.85,953.0
0,0.4859789781636644,0.548,0.495,0.0325,0.539,0.502,954.0
0,0.47139002321599743,0.568,0.698,0.0469,0.402,0.736,955.0
0,0.7940868466691416,0.198,0.881,0.0527,0.00466,0.62,956.0
0,0.6502806420691604,0.531,0.966,0.113,0.00616,0.38,957.0
0,0.5627302899506313,0.403,0.962,0.0588,0.013,0.614,958.0
0,0.4527562763534816,0.546,0.549,0.0284,0.436,0.615,959.0
0,0.45362618365571616,0.676,0.684,0.0464,0.119,0.888,960.0
0,0.5073332631497293,0.401,0.672,0.0468,0.0205,0.549,961.0
0,0.47426570404312973,0.658,0.622,0.0269,0.141,0.754,962.0
0,0.6554613002066723,0.362,0.687,0.0408,0.0355,0.298,963.0
0,0.4338898154355908,0.569,0.386,0.0312,0.267,0.599,964.0
0,0.3089168268884468,0.737,0.527,0.0756,0.424,0.756,965.0
0,0.5052388366513555,0.303,0.909,0.0735,0.0407,0.642,966.0
0,0.37331213049717693,0.525,0.724,0.0247,0.138,0.389,967.0
0,0.47936879082884987,0.773,0.956,0.114,0.0939,0.656,968.0
0,0.5568681120795217,0.591,0.552,0.0306,0.00985,0.451,969.0
0,0.36757185046459706,0.684,0.763,0.046,0.0438,0.678,970.0
0,0.4071941887975886,0.55,0.848,0.045,0.0568,0.547,971.0
0,0.7142603848647211,0.489,0.867,0.045,0.0243,0.748,972.0
0,0.6996825115387386,0.257,0.878,0.072,0.000338,0.586,973.0
0,0.4185528510242189,0.634,0.629,0.0282,0.00127,0.454,974.0
0,0.44191290953518136,0.669,0.518,0.0292,0.0248,0.614,975.0
0,0.5074662426099436,0.604,0.864,0.0288,0.013,0.561,976.0
0,0.4352805589569978,0.648,0.809,0.0361,0.0115,0.914,977.0
0,0.8192033422171001,0.222,0.175,0.0347,0.869,0.0919,978.0
0,0.37917984917912895,0.582,0.447,0.026,0.00587,0.333,979.0
0,0.4011491641686844,0.587,0.891,0.0454,0.00288,0.53,980.0
0,0.3680539010078735,0.629,0.848,0.041,0.0162,0.776,981.0
0,0.5729475451437563,0.607,0.419,0.0318,0.314,0.494,982.0
0,0.39320918223172785,0.278,0.676,0.0371,0.000423,0.494,983.0
0,0.3904221543780717,0.624,0.91,0.0297,0.0285,0.767,984.0
0,0.3829143556868112,0.543,0.819,0.0661,0.0703,0.705,985.0
0,0.49548146875813803,0.534,0.605,0.113,0.00865,0.56,986.0
0,0.5234293186464907,0.639,0.744,0.0368,0.0319,0.825,987.0
0,0.3315454983682312,0.451,0.939,0.0512,0.00673,0.448,988.0
0,0.5843062073703865,0.549,0.755,0.0403,0.000741,0.818,989.0
0,0.6123039245563195,0.607,0.835,0.0415,0.0588,0.719,990.0
0,0.5413150560453017,0.584,0.931,0.0344,0.00315,0.694,991.0
0,0.6703383773181367,0.51,0.818,0.157,0.0439,0.574,992.0
0,0.2632106782506552,0.523,0.442,0.0347,0.0189,0.277,993.0
0,0.6464685642096863,0.578,0.892,0.0441,0.000139,0.892,994.0
0,0.7831603676882075,0.551,0.821,0.0539,0.0102,0.842,995.0
0,0.7353819557954112,0.356,0.872,0.068,0.00417,0.607,996.0
0,0.5665312861884207,0.459,0.931,0.0612,0.00126,0.419,997.0
0,0.34206749815768034,0.606,0.532,0.0248,0.0956,0.695,998.0
0,0.46772754724926446,0.527,0.766,0.0375,7.4e-05,0.304,999.0
0,0.44082136979925646,0.327,0.904,0.0613,0.0109,0.439,1000.0
0,0.49273322658037777,0.316,0.769,0.0422,0.0142,0.127,1001.0
0,0.4619263182974197,0.397,0.839,0.102,0.00125,0.764,1002.0
0,0.6346167698180952,0.355,0.918,0.0746,0.00119,0.24,1003.0
0,0.5243657156788325,0.415,0.901,0.0428,0.00987,0.424,1004.0
0,0.726040148715363,0.511,0.696,0.0421,0.0272,0.788,1005.0
0,0.6783891754719387,0.635,0.914,0.111,0.0597,0.922,1006.0
0,0.5230082170224791,0.677,0.743,0.0611,0.0135,0.469,1007.0
0,0.4816072784091223,0.371,0.941,0.0602,5.21e-05,0.386,1008.0
0,0.5899356711861214,0.45,0.887,0.029,3.84e-06,0.608,1009.0
0,0.6549238415549732,0.634,0.551,0.0352,0.00737,0.453,1010.0
0,0.48515893815901023,0.659,0.591,0.0313,0.441,0.707,1011.0
0,0.737886402296112,0.326,0.893,0.0607,0.00709,0.741,1012.0
0,0.5898359365909608,0.494,0.637,0.0336,0.0789,0.175,1013.0
0,0.24613944004565624,0.464,0.7,0.031,0.0202,0.58,1014.0
0,0.5408662503670787,0.526,0.776,0.0852,0.000431,0.524,1015.0
0,0.6893821441829797,0.369,0.905,0.0561,9.97e-05,0.535,1016.0
0,0.5975432044725425,0.395,0.764,0.0419,0.000316,0.325,1017.0
0,0.674349924367932,0.224,0.94,0.063,0.00367,0.214,1018.0
0,0.5198277915990226,0.633,0.831,0.0461,0.0401,0.243,1019.0
0,0.629923703034702,0.383,0.868,0.0847,0.00114,0.546,1020.0
0,0.6415538649926031,0.175,0.875,0.0527,0.000551,0.394,1021.0
0,0.2850913402667346,0.55,0.532,0.032,0.174,0.41,1022.0
0,0.37342848752486435,0.649,0.888,0.0293,0.013,0.553,1023.0
0,0.5003906271643792,0.745,0.466,0.0864,0.00666,0.303,1024.0
0,0.7293369311665069,0.352,0.866,0.0392,3.03e-05,0.544,1025.0
0,0.4689465256345614,0.381,0.838,0.0709,0.0046,0.581,1026.0
0,0.7437374985455372,0.378,0.953,0.138,0.000719,0.512,1027.0
0,0.4704425445619712,0.565,0.877,0.0614,0.00813,0.389,1028.0
0,0.44384111170828744,0.535,0.636,0.171,0.0131,0.549,1029.0
0,0.5830706065525629,0.502,0.978,0.0649,0.000163,0.603,1030.0
0,0.4279500662126895,0.477,0.731,0.0313,0.00556,0.63,1031.0
0,0.4791637808276864,0.793,0.688,0.0328,0.079,0.221,1032.0
0,0.33532987217349386,0.653,0.598,0.037,0.0329,0.711,1033.0
0,0.7964860177638395,0.715,0.749,0.114,0.196,0.174,1034.0
0,0.5565578266723553,0.385,0.759,0.0436,0.00111,0.142,1035.0
0,0.42346200943046,0.688,0.71,0.0245,0.15,0.66,1036.0
0,0.600895395032109,0.751,0.62,0.0451,0.716,0.473,1037.0
0,0.559721629663285,0.363,0.902,0.0403,0.00288,0.443,1038.0
0,0.24100864920572473,0.612,0.693,0.125,0.423,0.35,1039.0
0,0.46463023398844183,0.58,0.801,0.0385,0.00224,0.688,1040.0
0,0.27383795344610734,0.482,0.751,0.0341,0.39,0.332,1041.0
0,0.5030668388011902,0.758,0.935,0.0517,0.42,0.422,1042.0
0,0.3842441502889533,0.642,0.657,0.0248,0.0508,0.81,1043.0
0,0.3626626920583558,0.592,0.797,0.0288,0.000929,0.518,1044.0
0,0.6723607732755611,0.751,0.644,0.0626,0.000534,0.729,1045.0
0,0.384366048127483,0.822,0.661,0.0342,0.109,0.886,1046.0
0,0.680561173322104,0.567,0.597,0.0301,0.00299,0.773,1047.0
0,0.2600413344488832,0.537,0.502,0.025,0.44,0.288,1048.0
0,0.5976318574460187,0.498,0.463,0.0386,0.582,0.247,1049.0
0,0.6779459106045579,0.559,0.711,0.0269,0.333,0.769,1050.0
0,0.4903673003507333,0.485,0.791,0.0358,0.00433,0.431,1051.0
0,0.39534793521683964,0.679,0.368,0.0251,0.689,0.736,1052.0
0,0.5063580804414918,0.522,0.869,0.0422,0.000355,0.584,1053.0
0,0.633198322242477,0.504,0.455,0.0261,0.03,0.3,1054.0
0,0.23690290837161104,0.444,0.471,0.0322,0.00161,0.205,1055.0
0,0.45661268069969363,0.735,0.543,0.0317,0.134,0.549,1056.0
0,0.5237063591886038,0.552,0.886,0.0362,0.116,0.829,1057.0
0,0.4989777203996033,0.732,0.94,0.0537,0.0432,0.925,1058.0
0,0.3747416596944797,0.602,0.916,0.0399,0.0123,0.549,1059.0
0,0.4785210467699843,0.575,0.796,0.0286,0.0014,0.456,1060.0
0,0.5674233567340244,0.511,0.943,0.0623,0.00305,0.413,1061.0
0,0.5331091151879167,0.724,0.856,0.0283,0.0653,0.891,1062.0
0,0.4677718737360025,0.71,0.787,0.0279,0.0891,0.874,1063.0
0,0.4985621595864339,0.839,0.859,0.0394,0.286,0.967,1064.0
0,0.39492129278198573,0.593,0.926,0.0322,0.242,0.961,1065.0
0,0.5119542993921731,0.589,0.901,0.0311,0.02,0.795,1066.0
0,0.49692762038796756,0.591,0.777,0.0401,0.494,0.621,1067.0
0,0.43851639248887675,0.687,0.387,0.0273,0.203,0.602,1068.0
0,0.3931094476365672,0.764,0.82,0.0441,0.158,0.688,1069.0
0,0.5884562746912383,0.63,0.5,0.0337,0.29,0.526,1070.0
0,0.491946431440777,0.695,0.947,0.112,0.116,0.4,1071.0
0,0.6580931853567451,0.633,0.787,0.0453,0.0174,0.923,1072.0
0,0.24429989084602644,0.646,0.698,0.0833,0.117,0.803,1073.0
0,0.5471384482405155,0.808,0.737,0.0365,0.00959,0.923,1074.0
0,0.48756919087539274,0.636,0.523,0.0284,0.132,0.738,1075.0
0,0.3402944386881577,0.58,0.929,0.0388,0.0629,0.884,1076.0
0,0.49154749306013445,0.668,0.757,0.0405,0.0128,0.912,1077.0
0,0.6104422121133207,0.635,0.888,0.0481,0.0338,0.881,1078.0
0,0.40129876606142545,0.523,0.933,0.0366,0.000502,0.726,1079.0
0,0.5786490395004406,0.622,0.697,0.0288,0.194,0.843,1080.0
0,0.2983892862881554,0.553,0.344,0.0292,0.297,0.293,1081.0
0,0.36712304478637403,0.698,0.403,0.0868,0.308,0.522,1082.0
0,0.4878019049307676,0.667,0.695,0.0275,0.0151,0.532,1083.0
0,0.4518198793211399,0.636,0.52,0.0299,0.00172,0.852,1084.0
0,0.3676826666814421,0.608,0.307,0.0285,0.749,0.505,1085.0
0,0.4454257836091733,0.634,0.305,0.0394,0.873,0.238,1086.0
0,0.7774921181965769,0.603,0.332,0.0412,0.792,0.492,1087.0
0,0.5781392849029526,0.587,0.36,0.0366,0.586,0.408,1088.0
0,0.345186974661872,0.411,0.545,0.0357,0.771,0.724,1089.0
0,0.7865624255453544,0.354,0.415,0.0289,0.797,0.421,1090.0
0,0.46481862155707865,0.531,0.116,0.0548,0.934,0.176,1091.0
0,0.2950925038370115,0.585,0.397,0.0528,0.782,0.226,1092.0
0,0.24587902193607009,0.596,0.415,0.0278,0.401,0.15,1093.0
0,0.24718665329484318,0.427,0.304,0.0307,0.783,0.28,1094.0
0,0.24119703677436155,0.667,0.429,0.062,0.886,0.376,1095.0
0,0.2903883554319339,0.706,0.328,0.0326,0.523,0.593,1096.0
0,0.3219044875027012,0.658,0.336,0.0624,0.751,0.49,1097.0
0,0.40270059120451684,0.689,0.239,0.0272,0.898,0.282,1098.0
0,0.6233800054299947,0.601,0.372,0.0292,0.835,0.444,1099.0
0,0.37852603349974234,0.766,0.552,0.0862,0.408,0.519,1100.0
0,0.38354046731198643,0.568,0.339,0.0347,0.868,0.491,1101.0
0,0.434815130846248,0.725,0.161,0.0391,0.95,0.0879,1102.0
0,0.567434438355709,0.678,0.346,0.0345,0.848,0.461,1103.0
0,0.5081976296411217,0.628,0.248,0.032,0.814,0.646,1104.0
0,0.27469123831581516,0.359,0.208,0.036,0.943,0.105,1105.0
0,0.3825098764953263,0.487,0.25,0.0289,0.807,0.496,1106.0
0,0.4673286088686218,0.806,0.264,0.0415,0.879,0.438,1107.0
0,0.5777735913873636,0.57,0.468,0.047,0.758,0.335,1108.0
0,0.23950708946747268,0.528,0.291,0.0401,0.914,0.355,1109.0
0,0.5511887809662065,0.585,0.103,0.0309,0.801,0.179,1110.0
0,0.5316130962605068,0.547,0.325,0.0307,0.945,0.218,1111.0
0,0.5555826439641177,0.547,0.197,0.0303,0.941,0.402,1112.0
0,0.942807750486206,0.395,0.265,0.0531,0.941,0.249,1113.0
0,0.4011990314662648,0.648,0.342,0.0296,0.934,0.486,1114.0
0,0.18521822483502237,0.52,0.172,0.0343,0.972,0.0746,1115.0
0,0.3826040702796447,0.517,0.25,0.0355,0.919,0.249,1116.0
0,0.2865153286531951,0.384,0.422,0.062,0.493,0.333,1117.0
0,0.3582023393303376,0.614,0.28,0.0352,0.598,0.568,1118.0
0,0.964333800608381,0.449,0.508,0.116,0.706,0.569,1119.0
0,0.5347325727646983,0.657,0.192,0.0365,0.894,0.305,1120.0
0,0.41002000232714053,0.535,0.243,0.0357,0.983,0.29,1121.0
0,0.7318967857756303,0.339,0.39,0.0377,0.866,0.228,1122.0
0,0.5103419234370757,0.456,0.379,0.0364,0.902,0.338,1123.0
0,0.38967968572520906,0.721,0.39,0.066,0.603,0.422,1124.0
0,0.24066511893350467,0.54,0.475,0.0302,0.741,0.12,1125.0
0,0.6317577114234898,0.54,0.0657,0.0322,0.905,0.197,1126.0
0,0.6216014051496295,0.46,0.319,0.0356,0.861,0.329,1127.0
0,0.7841521728289718,0.305,0.275,0.0358,0.791,0.137,1128.0
0,0.2675657555726705,0.325,0.201,0.0282,0.758,0.172,1129.0
0,0.3124186193407543,0.666,0.355,0.0373,0.847,0.661,1130.0
0,0.34039417328331834,0.677,0.518,0.0289,0.463,0.527,1131.0
0,0.42770627053563015,0.534,0.332,0.0374,0.837,0.509,1132.0
0,0.3537475274131616,0.637,0.263,0.0399,0.873,0.487,1133.0
0,0.46790485319621666,0.656,0.349,0.0289,0.784,0.289,1134.0
0,0.3600252660974407,0.623,0.494,0.0313,0.496,0.563,1135.0
0,0.339723735171405,0.543,0.633,0.488,0.912,0.188,1136.0
0,0.2644019525817408,0.698,0.292,0.0974,0.0386,0.739,1137.0
0,0.27901307077277687,0.563,0.148,0.521,0.336,0.594,1138.0
0,0.6671302478404689,0.744,0.245,0.0642,0.166,0.876,1139.0
0,0.262479291219477,0.769,0.277,0.095,0.897,0.641,1140.0
0,0.2573540411903878,0.703,0.273,0.0751,0.892,0.658,1141.0
0,0.29034956975603804,0.763,0.306,0.182,0.908,0.583,1142.0
0,0.2846757794535652,0.73,0.214,0.0596,0.0797,0.627,1143.0
0,0.3296117553842829,0.645,0.713,0.0437,0.0135,0.507,1144.0
0,0.2740041777713751,0.816,0.495,0.0582,0.041,0.848,1145.0
0,0.7461366696402353,0.6,0.587,0.0302,0.604,0.694,1146.0
0,0.3464114938580112,0.768,0.337,0.0488,0.683,0.672,1147.0
0,0.765091783531602,0.71,0.375,0.225,0.021,0.475,1148.0
0,0.3129117515057153,0.734,0.354,0.0352,0.135,0.376,1150.0
0,0.26818632638700346,0.663,0.096,0.0961,0.614,0.817,1151.0
0,0.30157525252245415,0.783,0.407,0.0552,0.107,0.633,1152.0
0,0.7577225051113979,0.706,0.319,0.0659,0.0941,0.545,1153.0
0,0.28471456512946103,0.841,0.436,0.094,0.0412,0.675,1154.0
0,0.2959734927609306,0.852,0.46,0.197,0.0674,0.731,1155.0
0,0.29019996786329705,0.866,0.436,0.0312,0.752,0.829,1156.0
0,0.29043268191867194,0.72,0.467,0.0821,0.13,0.357,1157.0
0,0.5464513876960755,0.813,0.276,0.0379,0.887,0.471,1158.0
0,0.17607588694529558,0.713,0.101,0.0716,0.981,0.725,1159.0
0,0.5818460873564237,0.745,0.369,0.0744,0.43,0.439,1160.0
0,0.26209143446051897,0.724,0.18,0.0568,0.286,0.832,1161.0
0,0.6900027149973128,0.691,0.411,0.0894,0.895,0.311,1162.0
0,0.6229145773192449,0.838,0.232,0.349,0.397,0.53,1163.0
0,0.26773752070878054,0.7,0.452,0.0529,0.578,0.563,1164.0
0,0.30159741576582316,0.784,0.445,0.0895,0.526,0.652,1165.0
0,0.28457050404756234,0.614,0.277,0.042,0.967,0.236,1166.0
0,0.2732783315510392,0.857,0.146,0.33,0.838,0.776,1167.0
0,0.7612686240504436,0.49,0.56,0.149,0.889,0.0572,1168.0
0,0.3180868688323849,0.741,0.528,0.0463,0.134,0.461,1169.0
0,0.32377174075654236,0.825,0.472,0.069,0.0137,0.831,1170.0
0,0.3310966926900082,0.737,0.417,0.105,0.895,0.713,1171.0
0,0.25713240875669746,0.643,0.56,0.0354,0.204,0.521,1172.0
0,0.7554729359094409,0.686,0.221,0.0919,0.27,0.373,1173.0
0,0.0,0.502,0.362,0.411,0.375,0.804,1174.0
0,0.7577668315981361,0.674,0.522,0.57,0.904,0.927,1175.0
0,0.4286149635137606,0.683,0.236,0.183,0.976,0.636,1176.0
0,0.268347009901429,0.875,0.244,0.166,0.967,0.48,1177.0
0,0.20737038658237245,0.585,0.406,0.0582,0.946,0.855,1178.0
0,0.2558247773979244,0.539,0.542,0.0479,0.645,0.493,1179.0
0,0.5896586306440085,0.863,0.447,0.0496,0.44,0.786,1180.0
0,0.2461172768022873,0.568,0.404,0.175,0.258,0.646,1181.0
0,0.7775863119808953,0.585,0.483,0.0311,0.437,0.924,1182.0
0,0.7670809346239728,0.78,0.54,0.0471,0.0573,0.843,1183.0
0,0.6698341635314912,0.474,0.308,0.342,0.446,0.701,1184.0
0,0.5341840324913147,0.922,0.367,0.318,0.317,0.774,1185.0
0,0.26368718798308943,0.706,0.0609,0.154,0.742,0.465,1186.0
0,0.678954338177849,0.741,0.219,0.0813,0.853,0.519,1187.0
0,0.5665756126751589,0.573,0.507,0.305,0.379,0.318,1188.0
0,0.29595687032840384,0.809,0.433,0.068,0.0212,0.393,1189.0
0,0.31850797045639656,0.898,0.287,0.394,0.444,0.311,1190.0
0,0.2672056028679237,0.638,0.0489,0.173,0.486,0.419,1191.0
0,0.6443852193329972,0.617,0.164,0.188,0.899,0.733,1192.0
0,0.6803173776450445,0.562,0.136,0.403,0.879,0.177,1193.0
0,0.2387258351387142,0.622,0.271,0.0564,0.645,0.571,1194.0
0,0.24847212141024716,0.499,0.285,0.415,0.921,0.715,1195.0
0,0.30767568525978095,0.685,0.364,0.0724,0.985,0.801,1196.0
0,0.2604901401271062,0.61,0.369,0.31,0.117,0.329,1197.0
0,0.687692196876091,0.527,0.102,0.127,0.012,0.11,1198.0
0,0.26854647909175033,0.797,0.355,0.138,0.633,0.604,1199.0
0,0.3290742967325838,0.84,0.425,0.0871,0.262,0.539,1200.0
0,0.27931227455825886,0.782,0.127,0.668,0.939,0.39,1201.0
0,0.28084707916156454,0.555,0.159,0.294,0.969,0.771,1202.0
0,0.611306578604713,0.781,0.241,0.0523,0.252,0.434,1203.0
0,0.8001872794064684,0.557,0.421,0.0392,0.174,0.227,1204.0
0,0.2792901113148898,0.739,0.143,0.319,0.662,0.635,1205.0
0,0.2550490638800082,0.803,0.747,0.0573,0.487,0.296,1206.0
0,0.8111026767657179,0.75,0.55,0.069,0.51,0.461,1207.0
0,0.37855927836479586,0.738,0.737,0.347,0.924,0.851,1208.0
0,0.2751622072374071,0.81,0.372,0.0451,0.859,0.707,1209.0
0,0.26855201990259253,0.771,0.403,0.04,0.577,0.395,1210.0
0,0.7993007496717071,0.463,0.305,0.0306,0.892,0.505,1211.0
0,0.8135129294821005,0.61,0.441,0.0371,0.411,0.753,1212.0
0,0.29058782462225524,0.578,0.764,0.103,0.0412,0.679,1213.0
0,0.32901334781331903,0.859,0.454,0.398,0.903,0.947,1214.0
0,0.8020545326603095,0.659,0.45,0.309,0.161,0.383,1215.0
0,0.7892885044797455,0.642,0.633,0.0559,0.106,0.703,1216.0
0,0.33480903595432154,0.681,0.226,0.0446,0.678,0.604,1217.0
0,0.2847921364812526,0.602,0.656,0.0483,0.805,0.344,1218.0
0,0.29379595409992293,0.537,0.478,0.111,0.0665,0.957,1219.0
0,0.5900963547005469,0.733,0.348,0.116,0.119,0.537,1220.0
0,0.2966771757378975,0.588,0.194,0.0347,0.402,0.597,1221.0
0,0.32366646535053945,0.727,0.539,0.0623,0.65,0.465,1222.0
0,0.2571545720000665,0.787,0.29,0.205,0.91,0.758,1223.0
0,0.33616099379983266,0.696,0.259,0.091,0.0662,0.413,1224.0
0,0.3245862399503543,0.692,0.319,0.0517,0.00891,0.355,1225.0
0,0.2048216135949335,0.466,0.377,0.0428,0.616,0.606,1226.0
0,0.2572321433518581,0.785,0.474,0.0755,0.619,0.563,1227.0
0,0.2300710886031062,0.61,0.5,0.0536,0.691,0.478,1228.0
0,0.28483092215714845,0.79,0.534,0.0451,0.459,0.884,1229.0
0,0.25164146521201913,0.76,0.141,0.0637,0.735,0.672,1230.0
0,0.2068772544174114,0.62,0.431,0.0349,0.415,0.144,1231.0
0,0.27361078020157464,0.578,0.473,0.127,0.679,0.168,1232.0
0,0.7228431008593798,0.849,0.17,0.12,0.701,0.545,1233.0
0,0.2572653882169117,0.759,0.419,0.0443,0.774,0.251,1234.0
0,0.21621906149745956,0.656,0.325,0.141,0.954,0.751,1235.0
0,0.5069343247690866,0.446,0.278,0.0317,0.94,0.203,1236.0
0,0.21518847068079938,0.325,0.18,0.0311,0.91,0.0997,1237.0
0,0.7704996149136465,0.315,0.296,0.0317,0.771,0.436,1238.0
0,0.5784107846342234,0.41,0.0485,0.038,0.947,0.247,1239.0
0,0.5017592074424171,0.726,0.185,0.0343,0.768,0.45,1240.0
0,0.49361421550429685,0.465,0.278,0.0349,0.846,0.279,1241.0
0,0.40066711362540797,0.779,0.365,0.0361,0.885,0.445,1242.0
0,0.5793194776123537,0.384,0.366,0.0329,0.371,0.199,1243.0
0,0.23898071243745805,0.349,0.33,0.0357,0.891,0.16,1244.0
0,0.46840906698286233,0.544,0.479,0.0279,0.747,0.434,1245.0
0,0.2675657555726705,0.325,0.201,0.0282,0.758,0.172,1246.0
0,0.44588013009823857,0.682,0.153,0.0406,0.887,0.389,1247.0
0,0.31065664149291605,0.532,0.203,0.0668,0.829,0.543,1248.0
0,0.3671618304622698,0.55,0.223,0.0324,0.963,0.275,1249.0
0,0.37474720050532195,0.339,0.143,0.0317,0.921,0.0948,1250.0
0,0.26874040747122935,0.454,0.207,0.0382,0.891,0.337,1251.0
0,0.39224508114517476,0.712,0.102,0.0522,0.899,0.38,1252.0
0,0.43230514353470484,0.416,0.418,0.0361,0.0633,0.285,1253.0
0,0.23097424077039436,0.624,0.61,0.0365,0.073,0.65,1254.0
0,0.45707256799960105,0.731,0.298,0.0313,0.353,0.317,1255.0
0,0.4787593016362014,0.729,0.267,0.0311,0.794,0.75,1256.0
0,0.45193069553798504,0.668,0.174,0.0399,0.759,0.294,1257.0
0,0.9534461073033429,0.354,0.264,0.0352,0.799,0.268,1258.0
0,0.5893760492910534,0.67,0.306,0.0366,0.8,0.61,1259.0
0,0.5555826439641177,0.547,0.197,0.0303,0.941,0.402,1260.0
0,0.5936812593154882,0.402,0.211,0.0345,0.958,0.366,1261.0
0,0.6114894253625075,0.608,0.517,0.0275,0.186,0.613,1262.0
0,0.428664830811341,0.669,0.217,0.0446,0.91,0.322,1263.0
0,0.41002000232714053,0.535,0.243,0.0357,0.983,0.29,1264.0
0,0.27510679912898456,0.69,0.476,0.0246,0.0733,0.439,1265.0
0,0.28632140027371605,0.681,0.233,0.0297,0.918,0.3,1266.0
0,0.7926573174718389,0.276,0.347,0.031,0.312,0.519,1267.0
0,0.34960854171399447,0.34,0.37,0.0395,0.919,0.0434,1268.0
0,0.35531003607067857,0.366,0.323,0.026,0.877,0.266,1269.0
0,0.6230032302927211,0.574,0.4,0.0273,0.569,0.512,1270.0
0,0.4369317205879909,0.421,0.22,0.0324,0.926,0.234,1271.0
0,0.3681979620897723,0.728,0.471,0.033,0.599,0.883,1272.0
0,0.5946398195911989,0.6,0.58,0.027,0.0919,0.596,1273.0
0,0.5335911657311931,0.578,0.481,0.0317,0.431,0.548,1274.0
0,0.8117232475800509,0.188,0.126,0.0437,0.938,0.116,1275.0
0,0.7664049557012174,0.354,0.183,0.036,0.913,0.347,1276.0
0,0.7418591636700115,0.205,0.32,0.0285,0.913,0.294,1277.0
0,0.4126352650446866,0.676,0.374,0.0369,0.858,0.47,1278.0
0,0.6283113270796048,0.398,0.153,0.0427,0.945,0.506,1279.0
0,0.2496079876329102,0.334,0.338,0.0278,0.783,0.627,1280.0
0,0.6840740473960959,0.321,0.22,0.0352,0.828,0.301,1281.0
0,0.7184049113747305,0.27,0.329,0.032,0.871,0.169,1282.0
0,0.4230907751040287,0.577,0.72,0.0324,0.00475,0.392,1283.0
0,0.4181372902110495,0.345,0.418,0.0316,0.299,0.267,1284.0
0,0.21534915419522488,0.339,0.426,0.0543,0.317,0.285,1285.0
0,0.40373118202117697,0.57,0.438,0.0262,0.149,0.531,1286.0
0,0.4596601266629359,0.413,0.339,0.0349,0.843,0.199,1287.0
0,0.49005147413272454,0.765,0.38,0.0348,0.764,0.201,1288.0
0,0.42414352916405784,0.482,0.178,0.0292,0.843,0.298,1289.0
0,0.6298516724937527,0.378,0.368,0.0299,0.874,0.157,1290.0
0,0.35912765474099484,0.48,0.709,0.0266,0.0021,0.929,1291.0
0,0.5815136387058882,0.463,0.94,0.0425,0.00135,0.704,1292.0
0,0.4703594323993373,0.507,0.113,0.0429,0.797,0.207,1293.0
0,0.2986829492627951,0.552,0.15,0.0347,0.974,0.316,1294.0
0,0.3705029394001518,0.454,0.31,0.0271,0.54,0.274,1295.0
0,0.4136326109962931,0.464,0.305,0.0316,0.936,0.282,1296.0
0,0.202583126014661,0.551,0.114,0.0451,0.977,0.124,1297.0
0,0.5136941139966423,0.452,0.109,0.0471,0.977,0.139,1298.0
0,0.14907551571096916,0.427,0.114,0.0509,0.843,0.114,1299.0
0,0.5507233528554569,0.464,0.0266,0.0532,0.987,0.0659,1300.0
0,0.40581452689786623,0.404,0.0602,0.0422,0.861,0.168,1301.0
0,0.7836978263399066,0.443,0.0711,0.0486,0.989,0.596,1302.0
0,0.26318851500728613,0.698,0.278,0.0508,0.572,0.77,1303.0
0,0.20949805794579973,0.577,0.347,0.0443,0.958,0.162,1304.0
